index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_145_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_092_of_116_2.wav,"Actually, it's just Franny, I say, and my voice sounds strangely cold. Of course, so sorry, I knew that. I guess I'm a little nervous to finally meet you, she admits shyly, and my father gazes at her, delighted. Dinner arrives and I finally manage to sputter out a few sentences as I pick at my burger. The Finnegans always have a barbecue instead of a caterer, and usually I love how homey and informal and comforting the food is, but tonight I've lost my appetite.",What do the Finnegans prefer over a caterer?,A. A home cooked meal,B. Ordering take out,C. A potluck,D. A barbecue,D. A barbecue,yes,13.5599375,,,,,0,36,36,36,1684.6734771250003,,,,,,,,,,,,1685.4149521660001,1685.4305827916667,1685.4342671660002,1699.017547458,1698.9961522080002,1699.007350583,1699.017547458,1699.017547458,1720.8336529160001,she talked to her father and usually loved eating a burger at the finnigan's barbeque but tonight she lost her appetite. ,1,[21.824475541000083],[21.824478],,,,,,,,1684.665376333,1684.6734771250003,1684.6734771250003,1684.6734771250003,1685.414749083,1,[0.7472029999998995],[0.7472056249998786],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_9_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_1.wav,For the Stevie Nicks fan club Jane seriously say something helpful She tilted her head studying me carefully Honestly Franny all I can think of to say is you look like you work at a really great bakery in Maine I have class tonight after my audition so today I go for young mom meets acting class neutral black sweater black tights short black wool skirt and my Doc Martin Oxford lace up shoes Not super mom ish but practical for walking,What does Jane say the narrator looks like?,A. Like she works at a bakery,B. Like she is a movie star,C. Like she is a student at Oxford,D. Like she is a mom,A. Like she works at a bakery,no,13.155625,,,,,0,37,37,37,1720.842261625,,,,,,,,,,,,1759.585739,1759.6013147496667,1759.6059971660002,1772.762446791,1772.7664866250002,1772.7776922910002,1772.7876459580002,1772.7876459580002,1795.3877090830001,She's talking about what she's going to wear and says she's going to look like a mom with oxford shoes not practical for walking. ,1,[22.608218708000095],[22.608221333000074],,,,,,,,1720.83404775,1720.842261625,1720.842261625,1720.842261625,1759.5855403330002,1,[38.74927604200002],[38.749278667],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_132_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_073_of_116_2.wav,"I place my bag down carefully, quietly, as if despite what he said, he's potentially both asleep and sick. I take my shoes off and tiptoe across the living room, up the circular metal staircase, and into my bedroom. I decide I'll call James after I shower, secretly hoping that he'll call me first. I'll wait until I'm completely ready to go out before I'll allow myself to even glance at the machine. If I don't cheat, if I'm strong, it will work. I bet he'll have called me by the time I finish getting ready.",What does the main character hope to do after getting home?,A. Call James,B. Check her email,C. Watch TV,D. Take a nap,A. Call James,yes,11.6528125,,,,,0,38,38,38,1795.395375916,,,,,,,,,,,,1795.8711480410002,1795.8867331246668,1795.889748,1807.5475433750003,1807.548614833,1807.559129833,1807.5686007500003,1807.5686007500003,1823.122303791,She 's talking about getting ready and waiting for a man's call. ,1,[15.561386625000068],[15.56138962499972],,,,,,,,1795.3881255410001,1795.395375916,1795.395375916,1795.395375916,1795.8709437910002,1,[0.48194758299996465],[0.4819501249999121],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_36_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_020_of_116_1.wav,Everyone already knows everyone knows I fell they saw everything I'm humiliated What's that I say trying to buy myself some time to figure out how to respond with dignity nice class I said huh Right Everyone seems to be doing well tonight Oh Right Yes they do Did you by any chance see my monologue No sorry but I heard part of it on the monitor sound like you really went for it Oh Thanks Yes I do think I went for it,How does the narrator feel after monologue?,A. She is humiliated,B. She is satisfied,C. She is happy,D. She is moved by it,A. She is humiliated,no,7.4575,,,,,0,39,39,39,1823.130756208,,,,,,,,,,,,1823.656239208,1823.6717942496668,1823.669946125,1831.1319616660003,1831.1354687910002,1831.146332291,1831.155865541,1831.155865541,1842.373634083,something about getting ready for a monologue for class. ,1,[11.225436583999908],[11.225438916999792],,,,,,,,1823.122621041,1823.130756208,1823.130756208,1823.130756208,1823.656004083,1,[0.5310002500000337],[0.5310029170000234],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_100_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_044_of_116_2.wav,Who else laughs funny It seems all I can think of are people who have completely normal ways of laughing or Fran Drescher from The Nanny but that's her laugh It's only funny the way she does it Or is that what they want Someone who can copy someone else's already funny laugh rather than trying to invent a better one Now all I can think of is the laugh from The Nanny Maybe that's what I'll do then I can't think of anything else I'll just try to do a really good version of the laugh from The Nanny The girls are coming and going out of the audition room with incredible speed,What famous laugh does the narrator consider using for the audition?,A. A laugh from a family member,B. A laugh from a friend,C. The laugh from The Nanny,D. A unique and invented laugh,C. The laugh from The Nanny,yes,9.228125,,,,,0,40,40,40,1842.3830817910002,,,,,,,,,,,,1843.6406121660002,1843.6561767496667,1843.6559084580003,1852.8758255000002,1852.8859587910001,1852.896344375,1852.905600083,1852.905600083,1863.7584109580002,she's talking about doing a laugh like the nanny.,1,[10.860281457999918],[10.860284417000003],,,,,,,,1842.3740631660003,1842.3830817910002,1842.3830817910002,1842.3830817910002,1843.640394083,1,[1.2638889170002585],[1.2638917920003223],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_87_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_0.wav,The reception area is a soothing soft grey Everything is plush and velvet The carpet looks like shiny grey silk and the sofa is a silvery suede that appears freshly brushed as though no one has ever sat on it There's a long reception desk behind which sit two of the most beautiful people I have ever seen also swathed in grey The perfect specimen male is reading a script and the perfect specimen female is on a headset talking to someone in a British accent,How does the narrator describe the reception area of Absolute Artists?,A. It's brightly colored,B. It's cold and uninviting,C. It's plush and soothing,D. It's chaotic and messy,C. It's plush and soothing,yes,14.23996875,,,,,0,41,41,41,1863.765364666,,,,,,,,,,,,1868.70851,1868.7240500826667,1868.728500541,1882.9684887910003,1882.9722029160002,1882.9832995000002,1882.993055541,1882.993055541,1923.3952147910004,"She sees two perfect specimens, one male and one female looking at their scripts and talking to someone with a headset in a british accent in the reception area. ",1,[40.41000954100036],[40.41001187500024],,,,,,,,1863.758821416,1863.765364666,1863.765364666,1863.765364666,1868.7083275,1,[4.948609125000075],[4.948611792000065],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_10_condition.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_2.wav,I've worn this combination so many times before that today my all black outfit feels a little boring a little blah What would Jane do I think to myself and pull a chunky brown leather belt from the top shelf of the closet slinging it low around my hips Finally taking weather and product into consideration I take the top part of my hair and tie it into a small black velvet scrunchie on top of my head The phone begins to ring from its place on the landing between my room and Jane's Hi Dad,What does the narrator wear to their class after the audition?,A. A black dress,B. A white t-shirt,C. A red skirt,D. A brown leather belt,D. A brown leather belt,no,28.93,,,,,0,42,42,42,1923.4046115410001,,,,,,,,,,,,1924.0948429159998,1924.1270414583337,1924.1259380410002,1953.0458225829998,1953.059993541,1953.0707776660001,1953.0801546660005,1953.0801546660005,1970.8144227499997,She always wears the same black outfit so channels Jane and pulls a brown chunky belt. ,1,[17.74170249999952],[17.741704874999414],,,,,,,,1923.3955852079998,1923.4046115410001,1923.4046115410001,1923.4046115410001,1924.094648583,1,[0.6968054170001778],[0.696807749999607],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_134_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_073_of_116_4.wav,"I don't want to admit it, but I'm still half-hoping to hear from James. But then I'm struck by how bad it would feel to wait for him on the night I just learned that no one's waiting for me anymore, and that catch you later okay isn't a plan, not a real one anyway. Maybe it wouldn't be such a bad thing if James called and got no answer. Um, okay? For what? He sits up, swinging his long legs down to the floor, then rubs his eyes and squints at me as if he's not sure whether he's awake or dreaming.",How does the narrator feel about receiving a call from James?,A. She is still hopeful,B. She is sure that he won't call,C. She doesn't care about it,D. She is optimistic,A. She is still hopeful,no,15.46003125,,,,,0,43,43,43,1970.8235957910001,,,,,,,,,,,,1971.6143712499997,1971.629907624667,1971.635003208,1987.1184001250003,1987.097332833,1987.1085411250006,1987.1184001250003,1987.1184001250003,2008.2493649580001,she's still waiting for james' call and thinks it would be better if he got no answer if he called. ,1,[21.138918999999987],[21.138921499999924],,,,,,,,1970.8148281660006,1970.8235957910001,1970.8235957910001,1970.8235957910001,1971.6141810830004,1,[0.797115667000071],[0.7971183330000713],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_95_condition.wav,Someday__Someday__Maybe__Unabridged___File_041_of_116_2.wav,Sports God no no That's hilarious to think about I laugh picturing me and my dad who have been known to spend an entire weekend sitting in the living room reading books one after the other stopping only to eat a frozen pizza or make popcorn playing tennis or skiing or kayaking down some rapids Competitive like I always made everything a game when I was a kid I have a good memory and so does my dad so we try to stump each other like try to start reciting Jabberwocky from the middle,What does the narrator and their dad often do on weekends?,A. Play sports together,B. Go kayaking down rapids,C. Reading books,D. Watch movies and eat popcorn,C. Reading books,yes,29.27996875,,,,,0,44,44,44,2008.2573309999998,,,,,,,,,,,,2009.00007525,2009.032233833333,2009.0323906250005,2038.3449828330004,2038.3139564579997,2038.3358288750005,2038.3449828330004,2038.3449828330004,2065.0534540830004,"she's not good at sports but is competitive with her dad and read books with him, only getting up to eat frozen pizza. ",1,[26.715778792000492],[26.71578150000005],,,,,,,,2008.2497548330002,2008.2573309999998,2008.2573309999998,2008.2573309999998,2008.9998206660002,1,[0.7491167919997679],[0.7491193750001912],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_28_condition.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_0.wav,He has some sort of accent almost a drawl He's from the south somewhere Maybe he grew up on a farm in Texas or Georgia Maybe he had chores in the barn every day and helped his father harvest corn He still hasn't looked away from me He stands perfectly still not shifting at all I can feel myself rocking back and forth on my feet I try to stay steady like he does but it's impossible for me to do I really like your work in class I say ducking my head Oh yeah,How does the narrator feel about the person she encounters on the street?,A. She dislikes them,B. She is indifferent,C. She admires their work,D. She is terrified,C. She admires their work,no,28.1,,,,,0,45,45,45,2065.0781680830005,,,,,,,,,,,,2065.636681041,2065.668811499334,2065.668082958,2093.780372208,2093.785452,2093.8071084579997,2093.817118958,2093.817118958,2122.339854125,she's qondering what this guy in her class does. Seems like he would a have a southern drawl and is steady on his feet whereas she is not. ,1,[28.530824250000478],[28.530826750000415],,,,,,,,2065.053857,2065.0781680830005,2065.0781680830005,2065.0781680830005,2065.6364642500002,1,[0.580053874999976],[0.5800564999999551],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_40_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_3.wav,Aren't you cold It's James Franklin the last person I want to see right now Nothing could make me feel worse after what happened tonight than to be reminded that a guy I gushed all over got my phone number but never called me Even after I learned that he and Penelope were some sort of couple I held my breath every day for the last two weeks while waiting for the machine to rewind hoping he'd left a message but he never did James smiles at me and stamps his feet rubbing his hands together and blowing on them,Why does the narrator feel embarrassed to see James Franklin?,A. Because he got her phone number but never called,B. Because he is dating Penelope,C. Because he reminds her of a bad experience,D. Because he is unfriendly,A. Because he got her phone number but never called,no,14.14496875,,,,,0,46,46,46,2122.34920425,,,,,,,,,,,,2123.689814583,2123.705297124667,2123.709085583,2137.8784726250005,2137.8573074160004,2137.8683871660005,2137.8784726250005,2137.8784726250005,2153.2745346250003,She doesn't want to see James especially after finding out that he's with penelope. ,1,[15.404260207999869],[15.4042637499997],,,,,,,,2122.340266041,2122.34920425,2122.34920425,2122.34920425,2123.689613666,1,[1.3470530000004146],[1.3470556250003938],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_25_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_015_of_116_1.wav,Yeah and could you maybe put your hair in a ponytail Yeah I'm even less sure of what I did the second time but the stick straights laugh again anyway I think a hair is funnier down don't you One of them says to the other who nods vigorously back As I leave the room I stuff the paper with the copy on it in my bag even though you're not supposed to take it with you and bolt for the elevator I walk a few blocks and I'm not sure what direction I'm so excited that they seem to like me that I'm dizzy and disoriented,What do the casting directors suggest regarding the narrator's hair?,A. They ask her to wear it down,B. They ask her to put it in a ponytail,C. They don't mention her hair,D. They suggest she wears a wig,B. They ask her to put it in a ponytail,no,14.395,,,,,0,47,47,47,2153.2821591250004,,,,,,,,,,,,2153.774688708,2153.7902055826667,2153.79544275,2168.1921093749997,2168.1930345,2168.2034054160004,2168.212537833,2168.212537833,2185.960386541,She's happy that they like her that she's dizzy and disoriented. ,1,[17.755026499999985],[17.75502920800045],,,,,,,,2153.274852083,2153.2821591250004,2153.2821591250004,2153.2821591250004,2153.7745047910003,1,[0.498704749999888],[0.4987072089998037],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_93_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_041_of_116_0.wav,It doesn't even matter whether it's a real person or an actor playing a character and if the person or character is interesting in some way I put myself in his or her shoes imagining what it would feel like what I would say or do if I were that person I don't remember deciding to do this as a career I want to tell him There wasn't any one day where it came to me My mother died and I started pretending it didn't happen to me started imagining what it would be like to have someone else's life story and pretending became a relief,What coping mechanism did the narrator develop after their mother's death?,A. The narrator chose to openly discuss her career decisions,B. The narrator decided to become an actor one specific day,C. The narrator began to use imagination and pretending as a form of escape,D. The narrator focused on the realism of the characters portrayed by actors,C. The narrator began to use imagination and pretending as a form of escape,no,14.345,,,,,0,48,48,48,2185.9852239580005,,,,,,,,,,,,2191.544091541,2191.5595114576668,2191.5638693749997,2205.9326022080004,2205.912065791,2205.922486708,2205.9326022080004,2205.9326022080004,2230.2294697079997,her mother died and wondered would it be like to live another life so acting seems to be a way of giving herself relief. ,1,[24.305047916999683],[24.30505083299977],,,,,,,,2185.9608472500004,2185.9852239580005,2185.9852239580005,2185.9852239580005,2191.5438463749997,1,[5.580668084000536],[5.580670750000536],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_60_condition.wav,Someday__Someday__Maybe__Unabridged___File_029_of_116_0.wav,Yes I guess you did some kind of television commercial and he saw you in something on Theatre Row I think it was just after he moved in Is that off Broadway or sorry is that Broadway You played two parts a psychiatrist and something else a French housekeeper A cockney maid It was just a two night thing not really even off Broadway very off Broadway I guess Yes that's it,What two parts did the narrator play in a theater production?,A. A psychiatrist and a French housekeeper,B. A lawyer and a judge,C. A doctor and a nurse,D. A singer and a dancer,A. A psychiatrist and a French housekeeper,no,28.84,,,,,0,49,49,49,2230.238788625,,,,,,,,,,,,2231.2127454580004,2231.2448251663336,2231.244277375,2260.082483125,2260.088837583,2260.110012125,2260.1193960830005,2260.1193960830005,2282.715895583,someone is questioning her about what she's been in and tells them that she was a maid in a show that was very off broadway.,1,[22.603866458000084],[22.603869042000042],,,,,,,,2230.2298913330005,2230.238788625,2230.238788625,2230.238788625,2231.2125080000005,1,[0.9802587080002922],[0.9802614580003137],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_51_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_025_of_116_4.wav,And he says Dina pauses as if the next part of the story is particularly hard to tell And he says only two things will happen with this One it's a giant hit and you're thanking me every year at the Emmys Or two they'll make the pilot it won't work it'll never air There's no scenario in between If for some reason they put this on the air and it isn't 100 fantastic he said it'll never last Dina and Leighton say together Then Dina slaps her palm to her forehead as if she still can't believe it,What does Dina do after telling the story?,A. She shakes her head,B. She slaps her palm to her forehead,C. She cries,D. She sits in silence,B. She slaps her palm to her forehead,yes,11.23875,,,,,0,50,50,50,2282.723606583,,,,,,,,,,,,2284.482937666,2284.4982952076666,2284.500468041,2295.7421834160004,2295.7456582080003,2295.7559729160002,2295.765816375,2295.765816375,2319.951103208,she slaps her palms and cannot believe it's going to air. ,1,[24.19318575000034],[24.19318858400038],,,,,,,,2282.716307375,2282.723606583,2282.723606583,2282.723606583,2284.4827117080004,1,[1.7653293329994995],[1.765332166999542],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_74_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,no,9.29375,,,,,0,51,51,51,2319.9760804160005,,,,,,,,,,,,2321.951698125,2321.967054332667,2321.9676885,2331.260648583,2331.2616800000005,2331.271937208,2331.2811146659997,2331.2811146659997,2345.7190425,something about an arm chair and lots of cigar smoke. ,1,[14.445202208999945],[14.445204749999903],,,,,,,,2319.9514592080004,2319.9760804160005,2319.9760804160005,2319.9760804160005,2321.951426541,1,[1.9975387920003413],[1.9975413330002993],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_31_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_3.wav,Yeah and then I have stuff you know with all of my agents too I say hands flapping vaguely in the air Very cool Who are you with I realize I'm too exhausted to continue I'm with it's all in my head ink You're what Oh I get it You're kidding Ha Yes I'm kidding I'm currently between agents currently and formerly between them,What is the narrator's current agent situation?,A. She has one agent,B. She has no agents,C. She has more than two agents,D. She has two agents,B. She has no agents,no,10.1325,,,,,0,52,52,52,2345.728656208,,,,,,,,,,,,2380.6383048750004,2380.6535939576665,2380.655404041,2390.797314708,2390.8009121249997,2390.8119737080006,2390.8224128330003,2390.8224128330003,2407.322781041,She's being asked who she's with and how many agents she has. ,1,[16.50842287500018],[16.50842529200054],,,,,,,,2345.7193959160004,2345.728656208,2345.728656208,2345.728656208,2380.638019833,1,[34.915958457999295],[34.91596124999978],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_119_condition.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_1.wav,But when did you start doing this I didn't see any of it in the fridge Yeah no that's the best part You don't have to refrigerate it It comes in a box It's freeze dried in a package and you just take it out and soak it You soak it It sounds weird I know but it's actually very convenient because you can take it anywhere you know on the go Why can't you just eat actual healthy food the kind that doesn't require soaking Well obviously because I can't be trusted to control myself This teaches you portion control,Why does the narrator prefer soaked food?,A. Because it helps with portion control,B. Because it tastes good,C. Becauseit is cheap,D. Because the friend likes it,A. Because it helps with portion control,yes,28.63996875,,,,,0,53,53,53,2407.3306871249997,,,,,,,,,,,,2408.5892148330004,2408.6213130413335,2408.6206035000005,2437.2544033330005,2437.27172825,2437.2938564160004,2437.304250958,2437.304250958,2462.826367916,her friend is judging her for eating freeze dried foods you have to soak rather than actual healthy foods. ,1,[25.530475042000035],[25.53047741699993],,,,,,,,2407.3232176660003,2407.3306871249997,2407.3306871249997,2407.3306871249997,2408.589025083,1,[1.2647670420001305],[1.264769417000025],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_84_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_038_of_116_0.wav,The offices of absolute artists are on the 32nd floor of a sleek glass high rise building on 56th Street near Fifth Avenue in the middle of countless stores and apartments I could never afford I come to this part of town only once in a while to go to Central Park although I like our park in Brooklyn just as much The streets are wider here and the buildings are much taller than downtown and lots of people are wearing suits and carrying briefcases and crossing the street dangerously in the middle of the block,Where is Absolute Artists' office located?,A. In Brooklyn,B. On Fifth Avenue,C. By Central Park,D. On the 32nd floor of a high rise,D. On the 32nd floor of a high rise,yes,12.80125,,,,,0,54,54,54,2462.836018,,,,,,,,,,,,2464.109749833,2464.1251033326666,2464.128501,2476.935686166,2476.939931291,2476.950155666,2476.960192666,2476.960192666,2495.211151791,observing a city and how people are carrying briefcases in the middle of the block. ,1,[18.25894425000024],[18.258946750000177],,,,,,,,2462.8268165830004,2462.836018,2462.836018,2462.836018,2464.1094917500004,1,[1.2799420829996961],[1.2799446660001195],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_30_condition.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_2.wav,No he says then he pushes his bottom lip out a little Not tonight sweetheart He looks almost sorry for me as if he's canceling some sort of pre arranged date or I'm five years old and he just told me we can't go to the zoo I resent his assumption that I'm even slightly disappointed that he won't be in class tonight although the truth is I'm inexplicably crushed Me neither Yeah I'm not going to class either because it's funny but I have to pick up some scripts too actually,Why won't the narrator be at the class?,A. She has to pick up some scripts,B. She thinks the class is funny,C. She does't want to go to the zoo,D. She has to go to a party,A. She has to pick up some scripts,no,28.75996875,,,,,0,55,55,55,2495.2360222079997,,,,,,,,,,,,2496.044661958,2496.076706916334,2496.0771382499997,2524.8294807909997,2524.8416886249997,2524.862372333,2524.871943041,2524.871943041,2547.14753425,She's crushed that he's not going to be in class and pretends that she's not going because she needs to pick up scripts too. ,1,[22.283157332999508],[22.283159832999445],,,,,,,,2495.211583958,2495.2360222079997,2495.2360222079997,2495.2360222079997,2496.044406375,1,[0.830476500000259],[0.8304790419997516],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_85_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_038_of_116_1.wav,He hands me a paper badge with my name printed on it and says Yes it's okay for me to go up The elevator empties out around the 20th floor so I quickly try to use the smoked mirror walls to check my face and hair and outfit I'm wearing my black stretchy turtleneck with my black wool mini skirt black tights and Doc Martens lace up boots And now I can see in the reflection in the elevator mirror that the skirt is too short I try to pull it down but then my sweater isn't long enough and if I pull the skirt down to where it looks better an inch of my stomach shows,What does the narrator realize about her outfit when she checks her reflection?,A. Her turtleneck is too tight,B. Her boots don't match,C. Her skirt is too short,D. Her hair is a mess,C. Her skirt is too short,no,9.39375,,,,,0,56,56,56,2547.1553692079997,,,,,,,,,,,,2547.863975708,2547.879335832667,2547.8798460830003,2557.2731757500005,2557.2739999160003,2557.284584,2557.293529458,2557.293529458,2584.8332435410002,She's worried her all black outfit is too short she tries to use her sweater. ,1,[27.546663750000334],[27.54666612500023],,,,,,,,2547.147971208,2547.1553692079997,2547.1553692079997,2547.1553692079997,2547.863772541,1,[0.7147134160004498],[0.7147159579999425],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_27_condition.wav,Someday__Someday__Maybe__Unabridged___File_016_of_116_0.wav,And maybe we'll go out sometime and maybe we'll fall in love and someday we'll happen to be walking down this very street and he'll say remember that day when we accidentally ran into each other here But none of that can happen if he walks by me on the street today I make my way across 45th Street and hover near a trash can digging in my bag as if I'm looking for something I need to throw out waiting for his light to change Finally I can see him start to walk across the street I look away so he doesn't see me staring at him and when I glance up again I've lost him in the crowd,What is the narrator's hope regarding the person she encounters on the street?,A. To avoid meeting them,B. To have a chance encounter,C. To never see them again,D. To get their phone number,B. To have a chance encounter,no,29.51,,,,,0,57,57,57,2584.842866625,,,,,,,,,,,,2585.366402416,2585.398397083334,2585.3987755830003,2614.9102992079997,2614.9133549160006,2614.9346179579998,2614.944356416,2614.944356416,2645.7197397910004,she's imagining her and someone in love and how they first met bumping into each other on a certain street. She's lost him in the crowd. ,1,[30.78311875000054],[30.78312141600054],,,,,,,,2584.833670666,2584.842866625,2584.842866625,2584.842866625,2585.3661275000004,1,[0.5297834170005444],[0.5297860420005236],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
,Someday_22_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_013_of_116_1.wav,Want to go with me to that diner on 8th and get a salad in between Salad Oh yeah I'm supposed to eat more salad It just never seems appealing In fact I was already planning to go to that diner on 8th for my usual pre class dinner Grilled cheese french fries and the New York Times crossword puzzle But for some reason I find myself making an excuse I can't I have another you know torture session after this one,What was the narrator already planning to eat at the diner?,A. Grilled cheese and fries,B. Salad,C. Pie,D. Club sandwich,A. Grilled cheese and fries,no,12.32,,,,,0,58,58,58,2645.7446067910005,,,,,,,,,,,,2646.2696745000003,2646.2850259576667,2646.2881127500004,2658.6127455000005,2658.615729833,2658.625901958,2658.635721875,2658.635721875,2678.004824791,She says she cannot go get salad or food because she has another session after this one. ,1,[19.376937334000104],[19.37694004199966],,,,,,,,2645.7200869999997,2645.7446067910005,2645.7446067910005,2645.7446067910005,2646.2694773330004,1,[0.5469445420003467],[0.5469472499999029],,,,,p_2,001,2024-03-28_10h21.50.055,speech_rate,2023.2.3,None,2024-03-28 10h25.24.758483 -0700,
