index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_74_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,yes,7.435,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.355388958,1234.6988026660001,0,,,1,1.335161540999934,1.3351642499999343,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_89_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_2.wav,Excuse me can you tell me what day of the week it is they'll say and laugh I'm leaning awkwardly against the wall near the door not sure what to do while I wait Maybe I should sit Plenty of people use sitting as a way to pass the time I look at the giant table and multitude of chairs Unless a bunch of people are going to join us this seems a strange room to choose for a meeting of two Yes I think I'll sit But I'm not sure which spot to choose I'm not totally sure I even want to sit yet,Why does the narrator feel uncertain about sitting in the room?,A. She is worried about her outfit,B. She doesn't know which chair to choose,C. She prefers to stand,D. She has somewhere else to be,B. She doesn't know which chair to choose,no,10.7775,,,,,,,,,,,,,0,30,30,30,,,,,,,,,1234.706310708,,,,,,,,,,,,,,,1235.572817875,1235.5882382076668,1235.58908525,1246.372693666,1246.375293125,1246.386514541,1246.589112416,1246.589112416,1249.799504625,1250.601178333,5.15,3.3858644580000146,1,[0.8115671660000316],[0.8115694579998944],,,,,,,,,,,,,,,1250.60163975,1254.416784916,0,,,1,3.806288416999905,3.8062919579999743,0,,,0,,,,,,,,,,1234.699320291,1234.706310708,1234.706310708,1234.706310708,1235.572593,1,[0.8715357500000209],[0.8715385409998362],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_57_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_5.wav,I imagine being in the cast of that show and having to listen to people talk about the chandelier as their favorite part I don't know how to respond Then I remember that Everett said she had a meeting the next day I uh just found out tonight actually that I'm going to have some meetings with agents I say trying to bridge the gap Oh meetings she says like some people might say Oh ice cream or oh free diamonds Yep I'm going to have two of them actually,What does the narrator fantasize about while talking to Everett?,A. Being a famous actress,B. Being in the cast of a show,C. Traveling the world,D. Writing a novel,B. Being in the cast of a show,no,10.85625,,,,,,,,,,,,,0,31,31,31,,,,,,,,,1254.424691083,,,,,,,,,,,,,,,1255.313506833,1255.3294644166667,1255.3303551660001,1266.177912625,1266.192497791,1266.203706625,1266.409658541,1266.409658541,1269.04565175,1269.584927291,4.516666666666667,2.817186250000077,1,[0.5485444999999345],[0.5485467500000141],,,,,,,,,,,,,,,1269.585320833,1278.808105541,0,,,1,9.214740207999967,9.214742915999977,0,,,0,,,,,,,,,,1254.417372625,1254.424691083,1254.424691083,1254.424691083,1255.3133251250001,1,[0.8942158339998514],[0.894218292000005],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_58_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_0.wav,Her profile is sharp her whole body a series of angles that have somehow Improbably folded themselves on their hinges into the soft chair There's something so regal and linear about her I can't imagine her ever collapsing into giggles or crying hysterically She's taking her time to consider what to say next in a way that suggests she's used to people waiting for her I wonder what that's like to never worry about filling the silence Her eyes eventually float back to me,How does the narrator describe the woman's profile?,A. Sharp,B. Round,C. Regal,D. Hysterical,A. Sharp,yes,14.64,,,,,,,,,,,,,0,32,32,32,0,0,0,0,0,0,0,0,1298.090214125,,,,,,,,,,,,,,,1279.381352958,1279.3967952916666,1279.400539958,1294.031635083,1294.044010375,1294.05524625,1294.259476625,1294.259476625,1296.607359916,1297.39466,7.425,2.5242995419998806,1,[0.8002422920001209],[0.8002445829999942],,,,,,,1298.078685291,1298.090214125,1298.090214125,1314.418015625,someone is very regal and responds slowly,1,[16.336117207999905],[16.336120707999953],,,,,,,,,,,,,,,,,,,,,,1278.808615041,1278.815638291,1278.815638291,1278.815638291,1279.381164875,1,[0.5709945419998803],[0.5709972919999018],1297.395142875,1297.407878666,1298.077993791,1,[0.6821826249999958],[0.6821851659999538],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_58_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_0.wav,Her profile is sharp her whole body a series of angles that have somehow Improbably folded themselves on their hinges into the soft chair There's something so regal and linear about her I can't imagine her ever collapsing into giggles or crying hysterically She's taking her time to consider what to say next in a way that suggests she's used to people waiting for her I wonder what that's like to never worry about filling the silence Her eyes eventually float back to me,How does the narrator describe the woman's profile?,A. Sharp,B. Round,C. Regal,D. Hysterical,A. Sharp,yes,14.64,,,,,,,,,,,,,0,32,32,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_58_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_0.wav,Her profile is sharp her whole body a series of angles that have somehow Improbably folded themselves on their hinges into the soft chair There's something so regal and linear about her I can't imagine her ever collapsing into giggles or crying hysterically She's taking her time to consider what to say next in a way that suggests she's used to people waiting for her I wonder what that's like to never worry about filling the silence Her eyes eventually float back to me,How does the narrator describe the woman's profile?,A. Sharp,B. Round,C. Regal,D. Hysterical,A. Sharp,yes,14.64,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.418540166,1317.803951208,0,,,0,,,1,3.377358250000043,3.3773611249998794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_91_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_040_of_116_0.wav,Please go ahead and begin your monologue whenever you're ready We can chat afterwards Take your time His words are encouraging but his face is neutral at best And when there are two people in a room and one of them is there purely to see the other person do something the notion that that person could actually take their time seems ridiculous But I try I try to take a deep breath but the air gets sort of stuck and doesn't go all the way down to my lungs I need a minute to calm down but I can't possibly take it,What is the narrator's reaction to the suggestion to take her time?,A. She feels comforted,B. She finds it ridiculous,C. She rejects the offer,D. She chats with the agent first,B. She finds it ridiculous,no,7.1475,,,,,,,,,,,,,0,33,33,33,,,,,,,,,1317.811180708,,,,,,,,,,,,,,,1318.427463083,1318.4429780416667,1318.440333583,1325.5936965,1325.5961710000001,1325.60739725,1325.848572958,1325.848572958,1327.4792359580001,1328.194329125,2.1,1.8456289579999066,1,[0.7250374169998395],[0.7250395419998767],,,,,,,,,,,,,,,1328.19472625,1332.278383208,0,,,1,4.07511691600007,4.0751202500000545,0,,,0,,,,,,,,,,1317.804504125,1317.811180708,1317.811180708,1317.811180708,1318.427209458,1,[0.6221691670000382],[0.6221717920000174],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_2_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_1.wav,Successful actresses are disciplined people who wake up early to focus on their craft I told myself even ones who still make their living as waitresses like me I started leaving the alarm clock on the landing between Jane's room and mine so I'd have to actually get out of bed in order to turn it off instead of hitting snooze over and over like I normally do I also resolved to quit smoking again to stop losing purses wallets and umbrellas and to not eat any more cheese puffs not even on special occasions,What resolution does the narrator make about her lifestyle to become a successful actress?,A. To wake up early and focus on her craft,B. To quit smoking and stop losing personal items,"C. To stop eating cheese puffs, even on special occasions",D. All of the above,D. All of the above,yes,6.07,,,,,,,,,,,,,0,34,34,34,0,0,0,0,0,0,0,0,1342.373556833,,,,,,,,,,,,,,,1333.001013333,1333.0169595826667,1333.012904166,1339.09472175,1339.097104,1339.107897375,1339.3131129160001,1339.3131129160001,1341.16149325,1341.762082958,1,2.029164124999852,1,[0.6097254999999677],[0.6097281669999575],,,,,,,1342.362502958,1342.373556833,1342.373556833,1343.0021005830001,,1,[0.6362280000000737],[0.6362309999999525],,,,,,,,,,,,,,,,,,,,,,1332.2789130410001,1332.28603075,1332.28603075,1332.28603075,1333.000833458,1,[0.7201872499999808],[0.7201896250001028],1341.762642208,1341.776938916,1342.361790333,1,[0.5986009169998852],[0.598603791999949],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_2_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_1.wav,Successful actresses are disciplined people who wake up early to focus on their craft I told myself even ones who still make their living as waitresses like me I started leaving the alarm clock on the landing between Jane's room and mine so I'd have to actually get out of bed in order to turn it off instead of hitting snooze over and over like I normally do I also resolved to quit smoking again to stop losing purses wallets and umbrellas and to not eat any more cheese puffs not even on special occasions,What resolution does the narrator make about her lifestyle to become a successful actress?,A. To wake up early and focus on her craft,B. To quit smoking and stop losing personal items,"C. To stop eating cheese puffs, even on special occasions",D. All of the above,D. All of the above,yes,6.07,,,,,,,,,,,,,0,34,34,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_2_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_1.wav,Successful actresses are disciplined people who wake up early to focus on their craft I told myself even ones who still make their living as waitresses like me I started leaving the alarm clock on the landing between Jane's room and mine so I'd have to actually get out of bed in order to turn it off instead of hitting snooze over and over like I normally do I also resolved to quit smoking again to stop losing purses wallets and umbrellas and to not eat any more cheese puffs not even on special occasions,What resolution does the narrator make about her lifestyle to become a successful actress?,A. To wake up early and focus on her craft,B. To quit smoking and stop losing personal items,"C. To stop eating cheese puffs, even on special occasions",D. All of the above,D. All of the above,yes,6.07,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.002480458,1346.030492583,0,,,0,,,0,,,1,3.01759416699997,3.0175972499998807,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_102_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_0.wav,Well it's just mainly a gag you know says the man in glasses a gag I repeat Yes a running gag like how she laughs on the nanny But we don't want it to sound anything like her laugh the man in the back of the room says emphatically Yes of course it's a laugh That's all her own just a girl who laughs funny for no particular reason the man with glasses says Okay Thanks and sorry but what do I do do,What is the character's laugh intended to be in the audition scene?,A. A running gag,B. A natural laugh,C. A villain's laugh,D. A serious and dramatic laugh,A. A running gag,no,10.53,,,,,,,,,,,,,0,35,35,35,,,,,,,,,1346.044108041,,,,,,,,,,,,,,,1346.612475791,1346.6279924576668,1346.628948416,1357.161804083,1357.164477708,1357.186103833,1357.384253,1357.384253,1361.411343833,1361.913845375,5.7,4.197912833999908,1,[0.5149093750001157],[0.514912084000116],,,,,,,,,,,,,,,1361.914284291,1368.406597083,1,6.483494374999964,6.483497250000028,0,,,0,,,0,,,,,,,,,,1346.031001958,1346.044108041,1346.044108041,1346.044108041,1346.612254833,1,[0.5796481670001867],[0.5796508749999703],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_38_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_0.wav,Standing this close to him for the second time it occurs to me that his scarf is homemade and I feel a pang of jealousy wondering who knit it for him I like to be cold I say in what I hope is an appealing yet mysterious way that will make him regret not calling me while trying not to shiver Did you were you just in there I ask eyeing him carefully please God say no In the audience Yeah I was standing in the back It's over They just had curtain call,What does the narrator feel jealous about?,A. The actor's performance,B. The actor's homemade scarf,C. The audience's response,D. The actor's phone call,B. The actor's homemade scarf,yes,11.0925,,,,,,,,,,,,,0,36,36,36,0,0,0,0,0,0,0,0,1384.2260624580001,,,,,,,,,,,,,,,1369.0532626250001,1369.0687945416666,1369.069664583,1380.163446041,1380.165334416,1380.175503833,1380.384256791,1380.384256791,1383.173959166,1383.692709208,6.591666666666666,2.9706604999998945,1,[0.5283815420000337],[0.5283837090000816],,,,,,,1384.215180333,1384.2260624580001,1384.2260624580001,1401.199292875,some romantic interest was in the audience of a show that went wrong,1,[16.980933709000055],[16.980936917000008],,,,,,,,,,,,,,,,,,,,,,1368.407179875,1368.41420825,1368.41420825,1368.41420825,1369.053055,1,[0.6441498330000286],[0.6441524580000078],1383.693224958,1383.697911875,1384.214400333,1,[0.5206500000001597],[0.5206525830001283],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_38_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_0.wav,Standing this close to him for the second time it occurs to me that his scarf is homemade and I feel a pang of jealousy wondering who knit it for him I like to be cold I say in what I hope is an appealing yet mysterious way that will make him regret not calling me while trying not to shiver Did you were you just in there I ask eyeing him carefully please God say no In the audience Yeah I was standing in the back It's over They just had curtain call,What does the narrator feel jealous about?,A. The actor's performance,B. The actor's homemade scarf,C. The audience's response,D. The actor's phone call,B. The actor's homemade scarf,yes,11.0925,,,,,,,,,,,,,0,36,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_38_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_0.wav,Standing this close to him for the second time it occurs to me that his scarf is homemade and I feel a pang of jealousy wondering who knit it for him I like to be cold I say in what I hope is an appealing yet mysterious way that will make him regret not calling me while trying not to shiver Did you were you just in there I ask eyeing him carefully please God say no In the audience Yeah I was standing in the back It's over They just had curtain call,What does the narrator feel jealous about?,A. The actor's performance,B. The actor's homemade scarf,C. The audience's response,D. The actor's phone call,B. The actor's homemade scarf,yes,11.0925,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.19975425,1406.501223666,0,,,1,5.292277208000087,5.292280166999944,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_29_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_1.wav,You said you're new Who Me Well sort of yes I'm new to class but I've lived in New York for a little while two years over two years I worked for my dad at his school and then I was in a theater company for a long time before that touring and also I've done one commercial and that's it Ugh I'm babbling At least I didn't tell him the company was called Go Kids and we played stupid fairy tale characters and the only places we toured were elementary schools in the Tri State area Oh God what if he asks what company I was in I wish I hadn't mentioned the commercial either,What is the narrator worried about regarding her introduction to the person she meets on the street?,A. Revealing too much about her background,B. Not providing enough information,C. Mentioning the wrong company name,D. Being too concise in her introduction,A. Revealing too much about her background,no,7.385,,,,,,,,,,,,,0,37,37,37,,,,,,,,,1406.514628708,,,,,,,,,,,,,,,1418.2892851660001,1418.3052156246667,1418.303014875,1425.699522958,1425.702206833,1425.713409291,1425.9519862500001,1425.9519862500001,1427.750668708,1428.222820666,2.1333333333333337,2.012670999999955,1,[0.48141704099998606],[0.48141937499985943],,,,,,,,,,,,,,,1428.223241791,1429.726349041,1,1.4927768750001178,1.4927798749999965,0,,,0,,,0,,,,,,,,,,1406.5017942910001,1406.514628708,1406.514628708,1406.514628708,1418.289102,1,[11.785581999999977],[11.785584582999945],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_68_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_2.wav,I'm looking into a giant mirror on a wall of mirrors each framed by dozens of fluorescent light bulbs In the blinding light my face looks nothing like the face I have in Brooklyn I wonder if this is my real face or if the face I have in Brooklyn is the real one and what my queen's face might look like Um no not that I can think of I tell her I wonder if I will over time develop preferences and what they might be in regard to my face being made up,How does the narrator describe the mirror she is looking at?,A. Framed by fluorescent lights,B. Vintage,C. Broken,D. Not big enough,A. Framed by fluorescent lights,no,14.91,,,,,,,,,,,,,0,38,38,38,,,,,,,,,1429.748641875,,,,,,,,,,,,,,,1431.286036166,1431.3163506243334,1431.30696525,1446.217440291,1446.227728666,1446.238963458,1446.4413735,1446.4413735,1448.81105725,1449.2740045,6.491666666666666,2.5445540829998663,1,[0.4723187909999069],[0.47232112500000767],,,,,,,,,,,,,,,1449.274425125,1455.575265041,1,6.29316929200013,6.293171667000024,0,,,0,,,0,,,,,,,,,,1429.72688825,1429.748641875,1429.748641875,1429.748641875,1431.285795416,1,[1.55834112499997],[1.5583439159997852],,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_82_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_3.wav,The end Huh I say baffled The end is supposed to show that he's come to terms with who he is It's supposed to show he's been healed Huh I say again I know Fellini can be abstract Dan says eyes gleaming Watch it with me from the beginning sometime I will I smile back at him noticing for the first time the flecks of green in his brown eyes The room seems too dark and quiet suddenly,What color are Dan's eyes,A. Blue with green flecks,B. Deep brown,C. Brown with green flecks,D. Dark green with brown flecks,C. Brown with green flecks,yes,11.70375,,,,,,,,,,,,,0,39,39,39,0,0,0,0,0,0,0,0,1475.986326541,,,,,,,,,,,,,,,1459.256256375,1459.2717242916667,1459.273048583,1470.985495583,1470.987890541,1470.999007458,1471.203491083,1471.203491083,1474.117526625,1475.409228666,5.358333333333333,3.900586125000018,1,[1.3046405840000261],[1.3046427499998572],,,,,,,1475.974887083,1475.986326541,1475.986326541,1488.737142833,"she is talking to some guy, who has green eyes",1,[12.75916558400013],[12.759168875000114],,,,,,,,,,,,,,,,,,,,,,1455.57570725,1455.582308416,1455.582308416,1455.582308416,1459.25606775,1,[3.6789344999999685],[3.678937165999969],1475.409728291,1475.417955833,1475.974109958,1,[0.5638265840000258],[0.5638293340000473],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_82_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_3.wav,The end Huh I say baffled The end is supposed to show that he's come to terms with who he is It's supposed to show he's been healed Huh I say again I know Fellini can be abstract Dan says eyes gleaming Watch it with me from the beginning sometime I will I smile back at him noticing for the first time the flecks of green in his brown eyes The room seems too dark and quiet suddenly,What color are Dan's eyes,A. Blue with green flecks,B. Deep brown,C. Brown with green flecks,D. Dark green with brown flecks,C. Brown with green flecks,yes,11.70375,,,,,,,,,,,,,0,39,39,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_82_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_3.wav,The end Huh I say baffled The end is supposed to show that he's come to terms with who he is It's supposed to show he's been healed Huh I say again I know Fellini can be abstract Dan says eyes gleaming Watch it with me from the beginning sometime I will I smile back at him noticing for the first time the flecks of green in his brown eyes The room seems too dark and quiet suddenly,What color are Dan's eyes,A. Blue with green flecks,B. Deep brown,C. Brown with green flecks,D. Dark green with brown flecks,C. Brown with green flecks,yes,11.70375,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.73756975,1495.7308908750001,0,,,0,,,1,6.985214708000058,6.985217666999915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_84_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_038_of_116_0.wav,The offices of absolute artists are on the 32nd floor of a sleek glass high rise building on 56th Street near Fifth Avenue in the middle of countless stores and apartments I could never afford I come to this part of town only once in a while to go to Central Park although I like our park in Brooklyn just as much The streets are wider here and the buildings are much taller than downtown and lots of people are wearing suits and carrying briefcases and crossing the street dangerously in the middle of the block,Where is Absolute Artists' office located?,A. In Brooklyn,B. On Fifth Avenue,C. By Central Park,D. On the 32nd floor of a high-rise,D. On the 32nd floor of a high-rise,yes,14.63,,,,,,,,,,,,,0,40,40,40,0,0,0,0,0,0,0,0,1516.383680375,,,,,,,,,,,,,,,1496.589404541,1496.6194418333334,1496.608337833,1511.2378161660001,1511.27411025,1511.285341125,1511.5141827080001,1511.5141827080001,1513.980741416,1515.878667875,8.266666666666666,4.0396290000001045,1,[1.9072551249998924],[1.9072589170000356],,,,,,,1516.372851916,1516.383680375,1516.383680375,1536.997243708,"describing where the agency is located near central park, which is like brookyn",1,[20.621284583000033],[20.621288167000102],,,,,,,,,,,,,,,,,,,,,,1495.731489541,1495.73833025,1495.73833025,1495.73833025,1496.58915175,1,[0.8556807499999195],[0.855684999999994],1515.879166625,1515.886704833,1516.372094041,1,[0.49234945800003516],[0.4923521250000249],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_84_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_038_of_116_0.wav,The offices of absolute artists are on the 32nd floor of a sleek glass high rise building on 56th Street near Fifth Avenue in the middle of countless stores and apartments I could never afford I come to this part of town only once in a while to go to Central Park although I like our park in Brooklyn just as much The streets are wider here and the buildings are much taller than downtown and lots of people are wearing suits and carrying briefcases and crossing the street dangerously in the middle of the block,Where is Absolute Artists' office located?,A. In Brooklyn,B. On Fifth Avenue,C. By Central Park,D. On the 32nd floor of a high-rise,D. On the 32nd floor of a high-rise,yes,14.63,,,,,,,,,,,,,0,40,40,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_84_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_038_of_116_0.wav,The offices of absolute artists are on the 32nd floor of a sleek glass high rise building on 56th Street near Fifth Avenue in the middle of countless stores and apartments I could never afford I come to this part of town only once in a while to go to Central Park although I like our park in Brooklyn just as much The streets are wider here and the buildings are much taller than downtown and lots of people are wearing suits and carrying briefcases and crossing the street dangerously in the middle of the block,Where is Absolute Artists' office located?,A. In Brooklyn,B. On Fifth Avenue,C. By Central Park,D. On the 32nd floor of a high-rise,D. On the 32nd floor of a high-rise,yes,14.63,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.997690458,1540.84080425,0,,,0,,,1,3.8327666249999766,3.8327695000000404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
,Someday_123_condition.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_3.wav,I'll admit it's sort of a sick relationship to have with someone who is hardly in your life Lisa doesn't come on until noon and I'm regularly sleeping until then now because there's no reason to get up any earlier Jane is treating it as a big deal as if there's something really wrong with me She calls me from work every day just to make sure I get up I'm worried about you You're depressed I'm fine My roommate Francis Farmer Jane says melodramatically I'm a sensitive creative type I'm going through something,Why does Jane call the narrator character every day?,A. To share gossip,B. To check if the main character is awake,C. To discuss their favorite TV shows,D. To offer emotional support,B. To check if the main character is awake,yes,30.11,,,,,,,,,,,,,0,41,41,41,0,0,0,0,0,0,0,0,1575.820104875,,,,,,,,,,,,,,,1541.429824625,1541.478673125,1541.471681833,1571.5912285,1571.593791083,1571.615086666,1571.866923125,1571.866923125,1574.406933291,1575.2149125830001,6.975,3.1005100419999962,1,[0.819416874999888],[0.8194198749999941],,,,,,,1575.809020833,1575.820104875,1575.820104875,1589.132986333,friend is concerned about the narrator waking up at noon,1,[13.32081449999987],[13.320817249999891],,,,,,,,,,,,,,,,,,,,,,1540.841365708,1540.849297791,1540.849297791,1540.849297791,1541.429598708,1,[0.5862919589999365],[0.5862946669999474],1575.21543325,1575.2237956660001,1575.808344166,1,[0.5923878749999858],[0.5923904170001606],,,,,p_6,001,2024-05-08_12h00.01.482,speech_rate,2023.2.3,None,2024-05-08 12h04.26.910917 -0700,
