index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_46_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_2.wav,I almost quit show business tonight I say a little breathless still astonished to have gone from complete despair to something like euphoria in such a short time Again You just quit two weeks ago I did You're a sensitive kid she says laughing That's okay you'll get tougher Let's have non farewell to show business drinks instead I'm meeting Leighton at Joe Allen Want to join Dina and I sit at the glossy wood bar at Joe Allen crowded with actors whose shows have just let out and patrons who've come from the theater,What is Dina inviting the narrator to?,A. Tea at her place,B. Drinks at a bar,C. Dinner at a restaurant,D. Party at an actor's house,B. Drinks at a bar,yes,5.98,,,,,,,,,,,,,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_46_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_2.wav,I almost quit show business tonight I say a little breathless still astonished to have gone from complete despair to something like euphoria in such a short time Again You just quit two weeks ago I did You're a sensitive kid she says laughing That's okay you'll get tougher Let's have non farewell to show business drinks instead I'm meeting Leighton at Joe Allen Want to join Dina and I sit at the glossy wood bar at Joe Allen crowded with actors whose shows have just let out and patrons who've come from the theater,What is Dina inviting the narrator to?,A. Tea at her place,B. Drinks at a bar,C. Dinner at a restaurant,D. Party at an actor's house,B. Drinks at a bar,yes,5.98,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529.493684916999,1537.635325457999,0,,,0,,,0,,,1,8.132574082999781,8.132577166999909,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_73_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_1.wav,It's four flights up to Barney's office I'm puffing by the time I make it to the top There's no secretary sitting at the desk in the little front room Hello I say to the emptiness Back here dear comes a loud and raspy voice There's a desk with a window behind it and bookshelves on either side which are stacked to the ceiling with scripts and old playbills The titles are written in Sharpie on the edge of the pages so they can be read when stacked face to face and the block print is bold but shaky,What are the stacked objects at Barney Sparks' office?,A. Scripts,B. Paychecks,C. Menus,D. Photos,A. Scripts,yes,5.868,,,,,,,,,,,,,0,26,26,26,0,0,0,0,0,0,0,0,1550.022732042,,,,,,,,,,,,,,,1539.526867167,1539.542279833666,1539.5388604580003,1545.3988822079991,1545.4121742919997,1545.4233867500006,1545.646485583,1545.646485583,1548.160490541999,1548.8709357499993,1.5250000000000001,2.7122725839999475,1,[0.719955000000482],[0.7199578750005458],,,,,,,1550.0111453749996,1550.022732042,1550.022732042,1566.845161833,"She says "Hello" to someone with a loud voice, who responds to her",1,[16.83071579100033],[16.83071870800086],,,,,,,,,,,,,,,,,,,,,,1537.6358830419995,1537.6433890829994,1537.6433890829994,1537.6433890829994,1539.5265871249994,1,[1.8890407910002978],[1.8890435410012287],1548.8714243329996,1548.891566917,1550.010430541999,1,[1.1384855840005912],[1.138488167000105],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_73_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_1.wav,It's four flights up to Barney's office I'm puffing by the time I make it to the top There's no secretary sitting at the desk in the little front room Hello I say to the emptiness Back here dear comes a loud and raspy voice There's a desk with a window behind it and bookshelves on either side which are stacked to the ceiling with scripts and old playbills The titles are written in Sharpie on the edge of the pages so they can be read when stacked face to face and the block print is bold but shaky,What are the stacked objects at Barney Sparks' office?,A. Scripts,B. Paychecks,C. Menus,D. Photos,A. Scripts,yes,5.868,,,,,,,,,,,,,0,26,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_73_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_1.wav,It's four flights up to Barney's office I'm puffing by the time I make it to the top There's no secretary sitting at the desk in the little front room Hello I say to the emptiness Back here dear comes a loud and raspy voice There's a desk with a window behind it and bookshelves on either side which are stacked to the ceiling with scripts and old playbills The titles are written in Sharpie on the edge of the pages so they can be read when stacked face to face and the block print is bold but shaky,What are the stacked objects at Barney Sparks' office?,A. Scripts,B. Paychecks,C. Menus,D. Photos,A. Scripts,yes,5.868,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.8456247499998,1572.7127348329996,1,5.858955249999781,5.858957999998893,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_68_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_2.wav,I'm looking into a giant mirror on a wall of mirrors each framed by dozens of fluorescent light bulbs In the blinding light my face looks nothing like the face I have in Brooklyn I wonder if this is my real face or if the face I have in Brooklyn is the real one and what my queen's face might look like Um no not that I can think of I tell her I wonder if I will over time develop preferences and what they might be in regard to my face being made up,How does the narrator describe the mirror she is looking at?,A. Framed by fluorescent lights,B. Vintage,C. Broken,D. Not big enough,A. Framed by fluorescent lights,no,14.91,,,,,,,,,,,,,0,27,27,27,,,,,,,,,1572.727189666999,,,,,,,,,,,,,,,1643.6496014170007,1643.6650458336665,1643.6698389579997,1658.583133832999,1658.5858709999993,1658.5971061670007,1658.8339497079996,1658.8339497079996,1660.8607596250004,1661.5950758750005,9.033333333333333,2.23299916599899,1,[0.7447112089994334],[0.7447136669998144],,,,,,,,,,,,,,,1661.5954959169994,1667.9171357920004,1,6.313695499999085,6.313698165999085,0,,,0,,,0,,,,,,,,,,1572.7132813749995,1572.727189666999,1572.727189666999,1572.727189666999,1643.649379208,1,[70.93448954199994],[70.93449229200087],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_102_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_0.wav,Well it's just mainly a gag you know says the man in glasses a gag I repeat Yes a running gag like how she laughs on the nanny But we don't want it to sound anything like her laugh the man in the back of the room says emphatically Yes of course it's a laugh That's all her own just a girl who laughs funny for no particular reason the man with glasses says Okay Thanks and sorry but what do I do do,What is the character's laugh intended to be in the audition scene?,A. A running gag,B. A natural laugh,C. A villain's laugh,D. A serious and dramatic laugh,A. A running gag,no,14.04,,,,,,,,,,,,,0,28,28,28,,,,,,,,,1667.9327054580008,,,,,,,,,,,,,,,1670.0575223329997,1670.0728414586667,1670.078303332999,1684.117802749999,1684.1200731249992,1684.131309167,1684.3362853750004,1684.3362853750004,1686.9514605000004,1687.718853332999,9.616666666666667,2.795744332999675,1,[0.7763550420004321],[0.776357624999946],,,,,,,,,,,,,,,1687.7193025830002,1698.1548545829992,1,10.426754792000793,10.426757334000285,0,,,0,,,0,,,,,,,,,,1667.9176679169996,1667.9327054580008,1667.9327054580008,1667.9327054580008,1670.0572357500005,1,[2.139028749999852],[2.1390315410008043],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_56_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_4.wav,I'm not sure how to explain it to Everett in a way I think she'll understand What do I say Oh fine thanks Today was great but it doesn't take away my general fear that I'm not now nor will I ever be good enough Oh fine thanks There's a silence as we both sip our tea My whole family just went to see the Phantom of the Opera Everett says Have you seen it No I haven't Oh it's wonderful So magical There's a giant chandelier that appears right out of the sky,What are Everett and the narrator drinking while talking to each other?,A. Coffee,B. Wine,C. Tea,D. Beer,C. Tea,yes,14.685,,,,,,,,,,,,,0,29,29,29,0,0,0,0,0,0,0,0,1720.234896,,,,,,,,,,,,,,,1700.31954925,1700.334993624667,1700.3392133750003,1715.020008166999,1715.024682542,1715.0348248329992,1715.2348385000005,1715.2348385000005,1718.5515179579997,1719.3029925419996,8.966666666666667,3.4884461669989832,1,[0.7640495830000873],[0.7640518749994953],,,,,,,1720.222458582999,1720.234896,1720.234896,1750.22198475,"She is talking to her friend and considers telling her about her mental health but does not. To break the silence, her friend tells her that her family went to see the phanto",0,,,,,,,,,,,,,,,,,,,,,,,,1698.1553839999997,1698.1678393750008,1698.1678393750008,1698.1678393750008,1700.3193258329993,1,[2.1621256670005096],[2.16212833300051],1719.3034640000005,1719.3080778330004,1720.221719707999,1,[0.9172913330003212],[0.9172940000007657],1750.239585292,1750.239585292,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_56_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_4.wav,I'm not sure how to explain it to Everett in a way I think she'll understand What do I say Oh fine thanks Today was great but it doesn't take away my general fear that I'm not now nor will I ever be good enough Oh fine thanks There's a silence as we both sip our tea My whole family just went to see the Phantom of the Opera Everett says Have you seen it No I haven't Oh it's wonderful So magical There's a giant chandelier that appears right out of the sky,What are Everett and the narrator drinking while talking to each other?,A. Coffee,B. Wine,C. Tea,D. Beer,C. Tea,yes,14.685,,,,,,,,,,,,,0,29,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_56_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_4.wav,I'm not sure how to explain it to Everett in a way I think she'll understand What do I say Oh fine thanks Today was great but it doesn't take away my general fear that I'm not now nor will I ever be good enough Oh fine thanks There's a silence as we both sip our tea My whole family just went to see the Phantom of the Opera Everett says Have you seen it No I haven't Oh it's wonderful So magical There's a giant chandelier that appears right out of the sky,What are Everett and the narrator drinking while talking to each other?,A. Coffee,B. Wine,C. Tea,D. Beer,C. Tea,yes,14.685,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.222426541999,1753.6476123749999,0,,,0,,,1,3.4172904170009133,3.4172932080000464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_12_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_4.wav,Of course the wedding's not until June but if you wanna stay at the Sands by the shore she said to book early Okay thanks Franny I'm worried about you Why Well from my initial calculations this new telephone identification system could save you upwards of 20 to 25 seconds per day I'm concerned about how you'll adjust to all the new free time Har har Also one of my students says there's a show called Friends Apparently it's a popular one Maybe you should try to apply for that,What does the narrator's father joke about regarding caller ID?,A. The invention of the telephone,B. The inconvenience of caller ID,C. The potential time saved with caller ID,D. The popularity of caller ID,C. The potential time saved with caller ID,no,5.944,,,,,,,,,,,,,0,30,30,30,,,,,,,,,1753.6705275000004,,,,,,,,,,,,,,,1755.5650911249995,1755.5802432916664,1755.5773609579992,1761.5115674169992,1761.5267422079996,1761.5374813750004,1761.8005130420006,1761.8005130420006,1765.3373497499997,1765.8736423329992,1.166666666666667,3.7739698339992174,1,[0.5459365000006073],[0.5459390840005653],,,,,,,,,,,,,,,1765.8741209580003,1771.440549249999,1,5.556665207999686,5.556668040999284,0,,,0,,,0,,,,,,,,,,1753.6481415420003,1753.6705275000004,1753.6705275000004,1753.6705275000004,1755.564836042,1,[1.9148858330008807],[1.9148891250006272],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_55_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_3.wav,I'm mesmerized by her easy way with the awkward looking spoon shaped strainer that holds the tiny leaves and by the diamond engagement ring that glitters on her hand I wonder if she ever takes it off and if it has a napkin it rests on at night too Milk or lemon she asks Um milk I guess Everett and I are the same age but something about the formal way she does everything makes me sit up straighter on the sofa as if I'm at the house of an older relative instead of in my own living room in Brooklyn,What does the narrator do when talking to Everett?,A. She sits up straight,B. She talks with a deeper voice,C. She avoids eye contact,D. She lowers her voice,A. She sits up straight,no,5.802,,,,,,,,,,,,,0,31,31,31,,,,,,,,,1771.4487933330001,,,,,,,,,,,,,,,1772.889863167,1772.9057572916665,1772.9014400830001,1778.7064787920008,1778.7108704170005,1778.722079916999,1778.9263388750005,1778.9263388750005,1780.9498464999997,1781.5411279170003,1.9416666666666667,2.2003322090004076,1,[0.6004343750009866],[0.6004366659999505],,,,,,,,,,,,,,,1781.5415480419997,1790.5266114999995,1,8.9771593330006,8.977161999999225,0,,,0,,,0,,,,,,,,,,1771.4410912080002,1771.4487933330001,1771.4487933330001,1771.4487933330001,1772.889660375,1,[1.4466556669995043],[1.4466582500008371],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_14_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_2.wav,Jane grew up in Greenwich Village in Manhattan and has style Where I struggle to match a black shirt with black pants she throws on jeans and a t shirt and nine chunky cuffs on one wrist with an air that says so I dare you to not find this cool She shops at Century 21 and Boltons and second hand stores and somehow makes it all look expensive Wait Jane Levine you are not just getting home are you I ask peeking into one of the brown bags Can they do that to you,Where did Jane grow up in?,A. Williamsburg,B. Greenwich Village,C. SoHo,D. Queens,B. Greenwich Village,no,7.04,,,,,,,,,,,,,0,32,32,32,,,,,,,,,1790.540076416999,,,,,,,,,,,,,,,1792.2636028329998,1792.279510249666,1792.2771413329992,1799.3243679999996,1799.3269235419993,1799.3381704999993,1799.54309775,1799.54309775,1802.24144575,1802.7700997079992,5.716666666666666,2.8786706659993797,1,[0.5381876669998746],[0.5381899170006363],,,,,,,,,,,,,,,1802.7705070829998,1811.4239982500003,0,,,0,,,1,8.646074459000374,8.646076958999402,0,,,,,,,,,,1790.5271845419993,1790.540076416999,1790.540076416999,1790.540076416999,1792.2634161669994,1,[1.7345271249996586],[1.7345297499996377],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_52_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_026_of_116_0.wav,She takes a deep breath and narrows her eyes and says slowly and deliberately I won't until I get something on my favorite show Law and Order You've never been on Law and Order I say surprised but you're perfect for it I know I'm even Irish and Italian Who knows cops and criminals better So why You haven't auditioned for them or People known for being on the most ridiculed talking animals show of the last decade sometimes have a hard time being taken seriously,What show does Dina want to get a role in?,A. "Law and Order",B. "There's Pierre",C. The talking animals show,D. A show about Irish and Italian people,A. "Law and Order",yes,10.8225,,,,,,,,,,,,,0,33,33,33,0,0,0,0,0,0,0,0,1828.1920770830002,,,,,,,,,,,,,,,1813.2988877919997,1813.3143054586674,1813.3176235419996,1824.1423794580005,1824.145215167,1824.1564194170005,1824.3623412079996,1824.3623412079996,1826.4079500829994,1827.0443680419994,8.05,2.2236550000015995,1,[0.6492653330005851],[0.6492676670004585],,,,,,,1828.1645240830003,1828.1920770830002,1828.1920770830002,1858.1673162080006,"Her friend want to be on law and order, and she is suprised that she hasent already been given that she is irish, and m",0,,,,,,,,,,,,,,,,,,,,,,,,1811.4244476250005,1811.4294623749993,1811.4294623749993,1811.4294623749993,1813.2986535420005,1,[1.8735972499998752],[1.8736000419994525],1827.0448649169994,1827.0498405830003,1828.1636786670006,1,[1.1178727910009911],[1.1178865830006544],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_52_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_026_of_116_0.wav,She takes a deep breath and narrows her eyes and says slowly and deliberately I won't until I get something on my favorite show Law and Order You've never been on Law and Order I say surprised but you're perfect for it I know I'm even Irish and Italian Who knows cops and criminals better So why You haven't auditioned for them or People known for being on the most ridiculed talking animals show of the last decade sometimes have a hard time being taken seriously,What show does Dina want to get a role in?,A. "Law and Order",B. "There's Pierre",C. The talking animals show,D. A show about Irish and Italian people,A. "Law and Order",yes,10.8225,,,,,,,,,,,,,0,33,33,33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_52_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_026_of_116_0.wav,She takes a deep breath and narrows her eyes and says slowly and deliberately I won't until I get something on my favorite show Law and Order You've never been on Law and Order I say surprised but you're perfect for it I know I'm even Irish and Italian Who knows cops and criminals better So why You haven't auditioned for them or People known for being on the most ridiculed talking animals show of the last decade sometimes have a hard time being taken seriously,What show does Dina want to get a role in?,A. "Law and Order",B. "There's Pierre",C. The talking animals show,D. A show about Irish and Italian people,A. "Law and Order",yes,10.8225,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.1676614169992,1860.4190792080008,1,2.2406969590010704,2.240700084001219,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_97_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_043_of_116_0.wav,Yes Aren't you going to ask me about my show What Yes I'm sorry tell me Well I'm pretty excited actually I just got booked to do my one man show Insights in the basement of Hooligans Hooligans that's great Where is that again You know the Irish bar on Second Avenue it has the basement where Claudia did her poetry reading Oh yeah that Hooligans yeah such a great space,Where will the one-man show be performed?,A. In a theater on Broadway,B. In the basement of an Irish bar,C. At Claudia's poetry reading,D. In a small town in Connecticut,B. In the basement of an Irish bar,yes,5.76,,,,,,,,,,,,,0,34,34,34,0,0,0,0,0,0,0,0,1872.9947370829996,,,,,,,,,,,,,,,1862.518409708,1862.5343040416667,1862.5301990419994,1868.2951750829998,1868.2979199170004,1868.3091517079993,1868.574247208,1868.574247208,1871.4802164579996,1872.145944124999,2.9000000000000004,3.145703666999907,1,[0.6759507500009931],[0.675953166999534],,,,,,,1872.9664319580006,1872.9947370829996,1872.9947370829996,1897.2480096250001,Something about a show,1,[24.278284707999774],[24.278288457999224],,,,,,,,,,,,,,,,,,,,,,1860.4195341249997,1860.4263866250003,1860.4263866250003,1860.4263866250003,1862.5182294999995,1,[2.097108792000654],[2.097111417000633],1872.1464524999992,1872.1513718749993,1872.965675542,1,[0.8170764579990646],[0.8170881249989179],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_97_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_043_of_116_0.wav,Yes Aren't you going to ask me about my show What Yes I'm sorry tell me Well I'm pretty excited actually I just got booked to do my one man show Insights in the basement of Hooligans Hooligans that's great Where is that again You know the Irish bar on Second Avenue it has the basement where Claudia did her poetry reading Oh yeah that Hooligans yeah such a great space,Where will the one-man show be performed?,A. In a theater on Broadway,B. In the basement of an Irish bar,C. At Claudia's poetry reading,D. In a small town in Connecticut,B. In the basement of an Irish bar,yes,5.76,,,,,,,,,,,,,0,34,34,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_97_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_043_of_116_0.wav,Yes Aren't you going to ask me about my show What Yes I'm sorry tell me Well I'm pretty excited actually I just got booked to do my one man show Insights in the basement of Hooligans Hooligans that's great Where is that again You know the Irish bar on Second Avenue it has the basement where Claudia did her poetry reading Oh yeah that Hooligans yeah such a great space,Where will the one-man show be performed?,A. In a theater on Broadway,B. In the basement of an Irish bar,C. At Claudia's poetry reading,D. In a small town in Connecticut,B. In the basement of an Irish bar,yes,5.76,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.2484709580003,1903.0554736249996,0,,,1,5.79709691700009,5.797099666999202,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_113_condition.wav,Someday__Someday__Maybe__Unabridged___File_050_of_116_0.wav,She lives I think I need a manager Why do you need a manager I thought you just got an agent I did but they aren't getting me any auditions If you have no auditions what's there to manage A manager would help me get auditions How could a manager do that when the agents can't Well managers have fewer people so they can focus just on you And why do you have an agent at all Why not just have a manager You have to have an agent They're the only ones allowed to negotiate contracts Agents are franchised managers aren't,Why does the narrator want to get a manager?,A. To help negotiate contracts,B. To get auditions,C. Because agents are expensive,D. To manage the finances,B. To get auditions,no,27.96996875,,,,,,,,,,,,,0,35,35,35,,,,,,,,,1903.062915041999,,,,,,,,,,,,,,,1905.0542687920006,1905.0868385003328,1905.0838174170003,1933.0551422080007,1933.0579613749996,1933.0785875420006,1933.333835207999,1933.333835207999,1935.6252227919995,1936.3710420000007,9.908333333333333,2.51920679199975,1,[0.7549073749996751],[0.7549097499995696],,,,,,,,,,,,,,,1936.3714875419992,1945.340037,0,,,1,8.960689166999146,8.960691708000013,0,,,0,,,,,,,,,,1903.055970207999,1903.062915041999,1903.062915041999,1903.062915041999,1905.054088375,1,[1.996454874999472],[1.9964575839985628],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_47_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_3.wav,I almost feel as though I belong in this crowd tonight or that it's possible I could someday Absolute agency You're kidding me Look at you Dina hugs me hard when I tell her the news her perfectly polished red nails squeezing my arms Rockstar And another agency called Sparks Sparks That's Barney Sparks It's just him He's the whole office He's great He's been around a long time Dina holds her wine glass up already half empty and smiles,What does Dina do when the narrator tells her the news?,A. She hugs her,B. She shakes her hand,C. She kisses her,D. She cheers for her,A. She hugs her,yes,11.2725,,,,,,,,,,,,,0,36,36,36,0,0,0,0,0,0,0,0,1963.3614607500003,,,,,,,,,,,,,,,1947.9709524169994,1947.9833162496673,1947.98767425,1959.2669215419992,1959.2698942919997,1959.2811127080004,1959.4839335830002,1959.4839335830002,1961.8513987499991,1962.4293573329996,8.116666666666667,2.5449591249998775,1,[0.5882288750017324],[0.5882313750007597],,,,,,,1963.3501794170006,1963.3614607500003,1963.3614607500003,1988.760478791999,"She feels she belongs in a crowd, and she begins talking with her friend abut agents, someone drank half thier wine glass",1,[25.407004791999498],[25.407007750000048],,,,,,,,,,,,,,,,,,,,,,1945.340495082999,1945.3473294579999,1945.3473294579999,1945.3473294579999,1947.970704207999,1,[2.6282392499997513],[2.6282501669993508],1962.429887541999,1962.4347522080006,1963.3495210830006,1,[0.9190823749995616],[0.9190850409995619],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_47_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_3.wav,I almost feel as though I belong in this crowd tonight or that it's possible I could someday Absolute agency You're kidding me Look at you Dina hugs me hard when I tell her the news her perfectly polished red nails squeezing my arms Rockstar And another agency called Sparks Sparks That's Barney Sparks It's just him He's the whole office He's great He's been around a long time Dina holds her wine glass up already half empty and smiles,What does Dina do when the narrator tells her the news?,A. She hugs her,B. She shakes her hand,C. She kisses her,D. She cheers for her,A. She hugs her,yes,11.2725,,,,,,,,,,,,,0,36,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
